都道府県,地域名,0_常住地による人口（夜間人口）,001_従業も通学もしていない,002_自市区町村で従業・通学,0021_自宅で従業,0022_自宅外の自市区町村で従業・通学,003_他市区町村で従業・通学,0031_自市内他区で従業・通学,0032_県内他市町村で従業・通学,0033_他県で従業・通学,0034_従業・通学市区町村「不詳・外国」,004_従業地・通学地「不詳」,0R1_（再掲）流出人口,1_従業地・通学地による人口（昼間人口）,101_うち他市区町村に常住,1011_自市内他区に常住,1012_県内他市町村に常住,1013_他県に常住,102_うち従業地・通学地「不詳」又は従業・通学市区町村「不詳・外国」で当地に常住している者,1R1_（再掲）流入人口,
山口県,宇部市,162570,60675,75210,5399,69811,16708,0,15744,738,226,9977,16482,162259,16171,0,15466,705,10203,16171,99.8087
山口県,山口市,193966,66263,96335,7961,88374,18017,0,16624,1144,249,13351,17768,196594,20396,0,19006,1390,13600,20396,101.35488
山口県,萩市,44626,17437,22250,3511,18739,3025,0,2299,693,33,1914,2992,44179,2545,0,2263,282,1947,2545,98.99834
山口県,防府市,113979,39959,53020,3947,49073,12287,0,11640,460,187,8713,12100,112481,10602,0,10252,350,8900,10602,98.68572
山口県,下松市,55887,20320,18435,1487,16948,11360,0,11033,269,58,5772,11302,56245,11660,0,11390,270,5830,11660,100.64058
山口県,岩国市,129125,48685,58492,4975,53517,11327,0,5147,5937,243,10621,11084,127557,9516,0,5380,4136,10864,9516,98.78567
山口県,光市,49798,20002,16700,1537,15163,9620,0,9254,234,132,3476,9488,47522,7212,0,7070,142,3608,7212,95.42954
山口県,長門市,32519,13349,15989,2307,13682,2579,0,2379,170,30,602,2549,31917,1947,0,1888,59,632,1947,98.14877
山口県,柳井市,30799,13132,10854,1575,9279,5660,0,5306,303,51,1153,5609,31822,6632,0,6452,180,1204,6632,103.32154
山口県,美祢市,23247,9444,9861,1658,8203,3356,0,3234,91,31,586,3325,24133,4211,0,4155,56,617,4211,103.81124
山口県,周南市,137540,48511,60098,4882,55216,14065,0,13114,741,210,14866,13855,142779,19094,0,17876,1218,15076,19094,103.80907
山口県,山陽小野田市,60326,23147,22162,1920,20242,12149,0,11706,366,77,2868,12072,58741,10487,0,10174,313,2945,10487,97.37261
山口県,周防大島町,14798,7248,5887,1678,4209,1265,0,1174,77,14,398,1251,15150,1603,0,1509,94,412,1603,102.3787
山口県,和木町,6034,2273,1367,140,1227,2082,0,1058,1014,10,312,2072,5486,1524,0,827,697,322,1524,90.91813
山口県,上関町,2342,1168,804,294,510,364,0,358,6,0,6,364,2235,257,0,246,11,6,257,95.43126
山口県,田布施町,14483,5584,3697,626,3071,4525,0,4364,119,42,677,4483,12815,2815,0,2788,27,719,2815,88.48305
山口県,平生町,11914,5403,2754,505,2249,3344,0,3244,83,17,413,3327,10797,2210,0,2190,20,430,2210,90.62448
山口県,阿武町,3055,1256,1147,332,815,624,0,594,24,6,28,618,2877,440,0,429,11,34,440,94.17349
徳島県,徳島県,719559,258966,268412,46160,222252,123852,0,114504,6893,2455,68329,6893,716742,118580,0,114504,4076,70784,4076,99.60851
徳島県,徳島市,252391,79793,111324,11956,99368,24069,0,21704,1552,813,37205,23256,270257,41122,0,39318,1804,38018,41122,107.0787
徳島県,鳴門市,54622,21050,19774,4158,15616,10596,0,9805,693,98,3202,10498,53012,8888,0,8486,402,3300,8888,97.05247
徳島県,小松島市,36149,13332,10667,2110,8557,8812,0,8544,128,140,3338,8672,34635,7158,0,6987,171,3478,7158,95.81178
徳島県,阿南市,69470,25996,30605,4479,26126,8512,0,8152,224,136,4357,8376,70742,9648,0,9324,324,4493,9648,101.83101
徳島県,吉野川市,38772,15153,11522,2494,9028,8696,0,8121,368,207,3401,8489,35951,5668,0,5601,67,3608,5668,92.72413
徳島県,阿波市,34713,13427,11960,4044,7916,7685,0,7159,421,105,1641,7580,31481,4348,0,4254,94,1746,4348,90.68937
徳島県,美馬市,28055,10701,9800,2044,7756,4671,0,4001,506,164,2883,4507,27626,4078,0,3931,147,3047,4078,98.47086
徳島県,三好市,23605,10849,9420,1450,7970,2665,0,1505,1065,95,671,2570,24611,3576,0,3302,274,766,3576,104.26181
徳島県,勝浦町,4837,1547,2050,889,1161,1090,0,1050,14,26,150,1064,4687,914,0,902,12,176,914,96.8989
徳島県,上勝町,1380,601,585,256,329,142,0,133,3,6,52,136,1436,192,0,189,3,58,192,104.05797
徳島県,佐那河内村,2058,646,892,568,324,520,0,507,3,10,0,510,1745,197,0,193,4,10,197,84.79106
徳島県,石井町,24833,9421,6488,1601,4887,7479,0,7250,177,52,1445,7427,21363,3957,0,3932,25,1497,3957,86.02666
徳島県,神山町,4647,2109,1773,850,923,752,0,739,9,4,13,748,4464,565,0,562,3,17,565,96.06198
徳島県,那賀町,7367,3309,3206,754,2452,717,0,686,7,24,135,693,7595,921,0,910,11,159,921,103.09488
徳島県,牟岐町,3743,1874,1279,303,976,564,0,528,26,10,26,554,3730,541,0,523,18,36,541,99.65269
徳島県,美波町,6222,3117,2109,550,1559,914,0,867,23,24,82,890,6134,802,0,792,10,106,802,98.58566
徳島県,海陽町,8358,3642,3872,783,3089,759,0,561,182,16,85,743,8283,668,0,444,224,101,668,99.10266
徳島県,松茂町,14583,5038,4240,857,3383,4587,0,4395,143,49,718,4538,15444,5399,0,5199,200,767,5399,105.90413
徳島県,北島町,22745,7219,5313,879,4434,7774,0,7425,208,141,2439,7633,20360,5248,0,5181,67,2580,5248,89.51418
徳島県,藍住町,35246,11587,8669,1557,7112,10572,0,10149,317,106,4418,10466,30500,5720,0,5642,78,4524,5720,86.53464
徳島県,板野町,13042,5244,3348,1015,2333,3923,0,3744,139,40,527,3883,12956,3797,0,3748,49,567,3797,99.34059
徳島県,上板町,11384,4217,2748,944,1804,3408,0,3224,112,72,1011,3336,9957,1909,0,1896,13,1083,1909,87.46486
徳島県,つるぎ町,7715,3790,2266,593,1673,1503,0,1367,111,25,156,1478,8077,1840,0,1815,25,181,1840,104.69216
徳島県,東みよし町,13622,5304,4502,1026,3476,3442,0,2888,462,92,374,3350,11696,1424,0,1373,51,466,1424,85.86111
香川県,香川県,950244,324137,387498,46400,341098,145093,0,133613,8916,2564,93516,8916,951166,143451,0,133613,9838,96080,9838,100.09703
香川県,高松市,417496,132843,206329,16199,190130,26153,0,22149,3262,742,52171,25411,429546,37461,0,33663,3798,52913,37461,102.88626
香川県,丸亀市,109513,36445,36329,4521,31808,25352,0,23944,992,416,11387,24936,103625,19048,0,18288,760,11803,19048,94.62347
香川県,坂出市,50624,19097,16324,2228,14096,10259,0,9601,500,158,4944,10101,57385,16862,0,16324,538,5102,16862,113.35533
香川県,善通寺市,31631,11265,10408,1599,8809,8254,0,7967,220,67,1704,8187,31841,8397,0,8067,330,1771,8397,100.66391
香川県,観音寺市,57438,18542,23140,4147,18993,8228,0,6602,1342,284,7528,7944,58551,9057,0,7617,1440,7812,9057,101.93774
香川県,さぬき市,47003,18136,15625,2717,12908,10769,0,10338,330,101,2473,10668,44269,7934,0,7625,309,2574,7934,94.18335
香川県,東かがわ市,28279,11397,11195,2070,9125,4136,0,3551,499,86,1551,4050,27648,3419,0,2663,756,1637,3419,97.76866
香川県,三豊市,61857,22643,23117,4442,18675,12912,0,12075,611,226,3185,12686,58483,9312,0,8675,637,3411,9312,94.54548
香川県,土庄町,12846,5437,5566,945,4621,1664,0,1567,88,9,179,1655,12256,1065,0,1025,40,188,1065,95.40713
香川県,小豆島町,13870,6254,6368,926,5442,1092,0,1015,65,12,156,1080,14336,1546,0,1452,94,168,1546,103.35977
香川県,三木町,26878,9386,7496,1357,6139,8331,0,8057,172,102,1665,8229,24517,5868,0,5740,128,1767,5868,91.21586
香川県,直島町,3103,1085,1653,128,1525,117,0,45,69,3,248,114,3572,583,0,53,530,251,583,115.11441
香川県,宇多津町,18699,5551,4252,499,3753,6704,0,6454,200,50,2192,6654,17880,5835,0,5709,126,2242,5835,95.62009
香川県,綾川町,22693,8447,6302,1480,4822,6699,0,6429,155,115,1245,6584,21665,5556,0,5476,80,1360,5556,95.46997
香川県,琴平町,8468,3339,2374,727,1647,2444,0,2340,74,30,311,2414,8566,2512,0,2464,48,341,2512,101.1573
香川県,多度津町,22445,7986,5969,874,5095,6815,0,6551,174,90,1675,6725,21562,5842,0,5700,142,1765,5842,96.06594
香川県,まんのう町,17401,6284,5051,1541,3510,5164,0,4928,163,73,902,5091,15464,3154,0,3072,82,975,3154,88.86846
愛媛県,愛媛県,1334841,467987,612949,75146,537803,106220,0,96793,6989,2438,147685,6989,1335870,104811,0,96793,8018,150123,8018,100.07709
愛媛県,松山市,511192,158147,232915,18591,214324,24550,0,22240,1625,685,95580,23865,517165,29838,0,28004,1834,96265,29838,101.16845
愛媛県,今治市,151672,58371,78352,9307,69045,5622,0,4827,666,129,9327,5493,153100,6921,0,5756,1165,9456,6921,100.94151
愛媛県,宇和島市,70809,28694,36395,7121,29274,2944,0,2432,213,299,2776,2645,71837,3673,0,3481,192,3075,3673,101.45179
愛媛県,八幡浜市,31987,12619,15367,4112,11255,2918,0,2810,69,39,1083,2879,32588,3480,0,3375,105,1122,3480,101.87889
愛媛県,新居浜市,115938,41804,55811,3889,51922,7638,0,6932,491,215,10685,7423,118099,9584,0,9118,466,10900,9584,101.86393
愛媛県,西条市,104791,38857,48576,6200,42376,10925,0,10415,371,139,6433,10786,101668,7663,0,7314,349,6572,7663,97.01978
愛媛県,大洲市,40575,15255,19002,3177,15825,3869,0,3679,95,95,2449,3774,41308,4507,0,4405,102,2544,4507,101.80653
愛媛県,伊予市,35133,12345,11910,3121,8789,9138,0,8922,62,154,1740,8984,31538,5389,0,5344,45,1894,5389,89.76746
愛媛県,四国中央市,82754,27497,40850,3927,36923,4567,0,2549,1845,173,9840,4394,84126,5766,0,3186,2580,10013,5766,101.65793
愛媛県,西予市,35388,13897,16000,3740,12260,3452,0,3238,95,119,2039,3333,34544,2489,0,2423,66,2158,2489,97.61501
愛媛県,東温市,33903,12139,12046,1778,10268,7510,0,7303,112,95,2208,7415,35699,9211,0,9128,83,2303,9211,105.29747
愛媛県,上島町,6509,2832,3041,410,2631,579,0,62,511,6,57,573,6640,704,0,141,563,63,704,102.0126
愛媛県,久万高原町,7404,3234,3646,868,2778,357,0,330,14,13,167,344,7739,679,0,657,22,180,679,104.52458
愛媛県,松前町,29630,11196,8576,1335,7241,8867,0,8698,101,68,991,8799,27575,6744,0,6729,15,1059,6744,93.06446
愛媛県,砥部町,20480,7134,5870,1408,4462,6157,0,6013,55,89,1319,6068,17773,3361,0,3334,27,1408,3361,86.78223
愛媛県,内子町,15322,5658,6850,1991,4859,2593,0,2548,17,28,221,2565,14185,1428,0,1418,10,249,1428,92.5793
愛媛県,伊方町,8397,3591,3897,1284,2613,871,0,853,10,8,38,863,9031,1497,0,1424,73,46,1497,107.55032
愛媛県,松野町,3674,1649,1218,319,899,745,0,702,34,9,62,736,3282,344,0,305,39,71,344,89.33043
愛媛県,鬼北町,9682,4345,3693,829,2864,1572,0,1503,50,19,72,1553,9109,980,0,933,47,91,980,94.0818
愛媛県,愛南町,19601,8723,8934,1739,7195,1346,0,737,553,56,598,1290,18864,553,0,318,235,654,553,96.23999
高知県,高知県,691527,240066,280128,42678,237450,84289,0,79434,3016,1839,87044,3016,690797,81720,0,79434,2286,88883,2286,99.89444
高知県,高知市,326545,99199,144456,11502,132954,21793,0,19887,1139,767,61097,21026,332614,27095,0,26048,1047,61864,27095,101.85855
高知県,室戸市,11742,6073,4741,1099,3642,680,0,625,47,8,248,672,11705,635,0,604,31,256,635,99.68489
高知県,安芸市,16243,5802,7045,2057,4988,2054,0,1965,40,49,1342,2005,16699,2461,0,2441,20,1391,2461,102.80736
高知県,南国市,46664,16137,15216,2965,12251,11139,0,10898,117,124,4172,11015,50873,15224,0,15100,124,4296,15224,109.0198
高知県,土佐市,25732,9741,8403,2348,6055,5269,0,5175,57,37,2319,5232,24280,3780,0,3737,43,2356,3780,94.35722
高知県,須崎市,20590,7959,8997,1922,7075,2487,0,2416,28,43,1147,2444,21760,3614,0,3544,70,1190,3614,105.68237
高知県,宿毛市,19033,7325,7787,1436,6351,1861,0,1564,263,34,2060,1827,19673,2467,0,2098,369,2094,2467,103.36258
高知県,土佐清水市,12388,6225,5062,1041,4021,764,0,628,112,24,337,740,12013,365,0,359,6,361,365,96.97288
高知県,四万十市,32694,11710,14319,2067,12252,2605,0,2309,227,69,4060,2536,33543,3385,0,3229,156,4129,3385,102.59681
高知県,香南市,32207,10479,10031,2563,7468,8402,0,8078,102,222,3295,8180,27252,3225,0,3198,27,3517,3225,84.61515
高知県,香美市,26513,9705,9415,2122,7293,5419,0,5282,74,63,1974,5356,25487,4330,0,4244,86,2037,4330,96.1302
高知県,東洋町,2194,1110,786,222,564,293,0,69,224,0,5,293,2058,157,0,43,114,5,157,93.80128
高知県,奈半利町,3034,1374,952,278,674,599,0,587,5,7,109,592,2981,539,0,539,0,116,539,98.25313
高知県,田野町,2498,1015,868,252,616,536,0,523,3,10,79,526,2644,672,0,672,0,89,672,105.84468
高知県,安田町,2370,931,847,441,406,540,0,532,2,6,52,534,2095,259,0,258,1,58,259,88.39662
高知県,北川村,1146,370,458,161,297,227,0,212,6,9,91,218,1194,266,0,265,1,100,266,104.18848
高知県,馬路村,745,170,527,144,383,43,0,42,1,0,5,43,821,119,0,118,1,5,119,110.20134
高知県,芸西村,3694,1335,1521,634,887,772,0,739,17,16,66,756,3691,753,0,748,5,82,753,99.91879
高知県,本山町,3261,1407,1317,330,987,491,0,465,15,11,46,480,3394,613,0,604,9,57,613,104.0785
高知県,大豊町,3252,1400,1409,647,762,415,0,388,20,7,28,408,3309,465,0,441,24,35,465,101.75277
高知県,土佐町,3753,1583,1590,389,1201,521,0,503,9,9,59,512,3713,472,0,471,1,68,472,98.93419
高知県,大川村,366,148,189,23,166,29,0,28,1,0,0,29,389,52,0,49,3,0,52,106.28415
高知県,いの町,21374,8127,5689,1187,4502,5737,0,5550,75,112,1821,5625,19088,3339,0,3318,21,1933,3339,89.30476
高知県,仁淀川町,4827,2532,1893,356,1537,367,0,342,17,8,35,359,5114,646,0,626,20,43,646,105.94572
高知県,中土佐町,6002,2529,2267,632,1635,997,0,916,58,23,209,974,5614,586,0,575,11,232,586,93.53549
高知県,佐川町,12323,4884,3884,826,3058,2900,0,2809,30,61,655,2839,10862,1378,0,1374,4,716,1378,88.14412
高知県,越知町,5187,2285,1806,399,1407,1017,0,986,15,16,79,1001,5020,834,0,831,3,95,834,96.78041
高知県,檮原町,3307,1371,1743,354,1389,189,0,148,40,1,4,188,3310,191,0,170,21,5,191,100.09072
高知県,日高村,4812,2022,1303,252,1051,1330,0,1296,11,23,157,1307,4753,1248,0,1242,6,180,1248,98.7739
高知県,津野町,5291,2151,2124,518,1606,999,0,987,7,5,17,994,4618,321,0,319,2,22,321,87.28029
高知県,四万十町,15607,5756,7882,2097,5785,981,0,925,25,31,988,950,15567,910,0,893,17,1019,910,99.7437
高知県,大月町,4434,2196,1587,430,1157,632,0,576,51,5,19,627,4123,316,0,304,12,24,316,92.98602
高知県,三原村,1437,601,508,150,358,305,0,284,14,7,23,298,1312,173,0,167,6,30,173,91.30132
高知県,黒潮町,10262,4414,3506,834,2672,1896,0,1700,164,32,446,1864,9228,830,0,805,25,478,830,89.92399
福岡県,福岡県,5135214,1667078,1541637,194463,1347174,1196697,416603,692923,65968,21203,729802,65968,5139579,1179859,416603,692923,70333,751005,70333,100.085
福岡県,北九州市,939029,324209,299294,26233,273061,181351,129953,41996,6538,2864,134175,48534,958487,197945,129953,58243,9749,137039,67992,102.07214
福岡県,北九州市門司区,93842,35870,31015,2602,28413,16342,12363,1850,1813,316,10615,16026,92349,14533,10145,2030,2358,10931,14533,98.40903
福岡県,北九州市若松区,80533,30791,24848,2534,22314,16831,12451,3825,285,270,8063,16561,82537,18565,12325,5692,548,8333,18565,102.48842
福岡県,北九州市戸畑区,57494,20369,16821,1637,15184,13404,11658,1285,323,138,6900,13266,67367,23139,18411,4040,688,7038,23139,117.17223
福岡県,北九州市小倉北区,183407,55377,61614,4929,56685,26021,19888,4312,1378,443,40395,25578,221874,64045,46624,13616,3805,40838,64045,120.97357
福岡県,北九州市小倉南区,209028,70185,66829,5836,60993,43410,31720,9582,1420,688,28604,42722,187843,21537,12757,7572,1208,29292,21537,89.86499
福岡県,北九州市八幡東区,64792,24319,17476,2043,15433,15535,13323,1690,316,206,7462,15329,69417,19954,14959,4603,392,7668,19954,107.13823
福岡県,北九州市八幡西区,249933,87298,80691,6652,74039,49808,28550,19452,1003,803,32136,49005,237100,36172,14732,20690,750,32939,36172,94.86542
福岡県,福岡市,1612392,446094,480354,53633,426721,378766,286650,75638,10284,6194,307178,85922,1753857,514037,286650,206737,20650,313372,227387,108.77361
福岡県,福岡市東区,322503,93059,101137,8675,92462,72361,44269,25063,1679,1350,55946,71011,311606,60114,22349,35685,2080,57296,60114,96.62112
福岡県,福岡市博多区,252034,55954,86618,8053,78565,43297,27006,13928,1565,798,66165,42499,401756,192221,99088,83920,9213,66963,192221,159.40548
福岡県,福岡市中央区,205501,46191,65165,7797,57368,39364,31757,5525,1422,660,54781,38704,306659,139862,93327,42358,4177,55441,139862,149.22506
福岡県,福岡市南区,265583,79010,69421,9375,60046,74286,56757,14850,1750,929,42866,73357,227314,35088,16547,17313,1228,43795,35088,85.59057
福岡県,福岡市西区,212579,66438,64775,7756,57019,52197,42338,7440,1497,922,29169,51275,190260,28956,15992,11686,1278,30091,28956,89.50084
福岡県,福岡市城南区,132864,38750,32271,4211,28060,38191,33756,3172,745,518,23652,37673,119274,24083,15606,7020,1457,24170,24083,89.7715
福岡県,福岡市早良区,221328,66692,60967,7766,53201,59070,50767,5660,1626,1017,34599,58053,196988,33713,23741,8755,1217,35616,33713,89.00275
福岡県,大牟田市,111281,45919,41998,4053,37945,12452,0,6717,5471,264,10912,12188,116961,17868,0,8432,9436,11176,17868,105.1042
福岡県,久留米市,303316,96254,121992,15102,106890,47066,0,33887,12100,1079,38004,45987,300236,42907,0,33312,9595,39083,42907,98.98456
福岡県,直方市,56212,20346,14861,1726,13135,10789,0,10490,130,169,10216,10620,60237,14645,0,14540,105,10385,14645,107.16039
福岡県,飯塚市,126364,45496,48444,4009,44435,18945,0,18053,403,489,13479,18456,127727,19819,0,19372,447,13968,19819,101.07863
福岡県,田川市,46203,18928,15054,1559,13495,8814,0,8568,125,121,3407,8693,50019,12509,0,12401,108,3528,12509,108.2592
福岡県,柳川市,64475,22540,21088,4595,16493,13638,0,11735,1594,309,7209,13329,60329,9183,0,8118,1065,7518,9183,93.5696
福岡県,八女市,60608,20764,26434,7226,19208,9952,0,8906,782,264,3458,9688,62587,11667,0,11122,545,3722,11667,103.26525
福岡県,筑後市,48827,15186,14978,2674,12304,13889,0,12521,1083,285,4774,13604,46857,11634,0,10976,658,5059,11634,95.96535
福岡県,大川市,32988,11858,11297,2422,8875,7676,0,5396,2131,149,2157,7527,33574,8113,0,5997,2116,2306,8113,101.7764
福岡県,行橋市,71426,25501,20797,2128,18669,16374,0,15479,557,338,8754,16036,65614,10224,0,9822,402,9092,10224,91.86291
福岡県,豊前市,24391,9908,7969,1029,6940,4790,0,2814,1882,94,1724,4696,25307,5612,0,3549,2063,1818,5612,103.75548
福岡県,中間市,40362,16764,7433,1137,6296,11393,0,11152,122,119,4772,11274,35414,6326,0,6294,32,4891,6326,87.74094
福岡県,小郡市,59360,20858,14080,2096,11984,19702,0,15264,4129,309,4720,19393,49493,9526,0,7830,1696,5029,9526,83.3777
福岡県,筑紫野市,103311,32541,24393,3095,21298,30799,0,26989,3039,771,15578,30028,93137,19854,0,18276,1578,16349,19854,90.15207
福岡県,春日市,111023,31444,23495,3362,20133,34890,0,33169,1115,606,21194,34284,90865,14126,0,13696,430,21800,14126,81.8434
福岡県,大野城市,102085,29025,19965,2796,17169,31316,0,29702,1101,513,21779,30803,89843,18561,0,18039,522,22292,18561,88.00803
福岡県,宗像市,97095,32995,25612,3156,22456,24047,0,23152,367,528,14441,23519,83243,9667,0,9444,223,14969,9667,85.73356
福岡県,太宰府市,73164,24579,14820,2259,12561,21886,0,20422,1025,439,11879,21447,67462,15745,0,14959,786,12318,15745,92.20655
福岡県,古賀市,58786,19536,17129,2087,15042,16622,0,15963,308,351,5499,16271,57308,14793,0,14626,167,5850,14793,97.4858
福岡県,福津市,67033,23883,14817,2178,12639,18793,0,18137,250,406,9540,18387,56554,7908,0,7854,54,9946,7908,84.3674
福岡県,うきは市,27981,9722,10847,2847,8000,5832,0,4962,735,135,1580,5697,26268,3984,0,3249,735,1715,3984,93.87799
福岡県,宮若市,26298,10229,8136,1224,6912,5773,0,5542,79,152,2160,5621,35101,14424,0,14270,154,2312,14424,133.47403
福岡県,嘉麻市,35473,15580,9366,1550,7816,8121,0,7915,76,130,2406,7991,32968,5486,0,5452,34,2536,5486,92.93829
福岡県,朝倉市,50273,16424,19654,4333,15321,8671,0,7490,888,293,5524,8378,54369,12474,0,11411,1063,5817,12474,108.14751
福岡県,みやま市,35861,13416,10889,3475,7414,9399,0,8390,824,185,2157,9214,31938,5291,0,4874,417,2342,5291,89.06054
福岡県,糸島市,98877,34268,33554,6172,27382,24342,0,22684,1195,463,6713,23879,82400,7402,0,6560,842,7176,7402,83.33586
福岡県,那珂川市,50112,14909,12515,2189,10326,15880,0,15012,430,438,6808,15442,41920,7250,0,7042,208,7246,7250,83.65262
福岡県,宇美町,37671,13313,9583,1325,8258,11518,0,11239,170,109,3257,11409,33438,7176,0,7040,136,3366,7176,88.76324
福岡県,篠栗町,31209,10833,7348,1042,6306,10718,0,10473,157,88,2310,10630,25356,4777,0,4719,58,2398,4777,81.24579
福岡県,志免町,46377,14496,11094,1558,9536,15093,0,14598,278,217,5694,14876,40705,9204,0,9109,95,5911,9204,87.7698
福岡県,須恵町,28628,9811,6932,941,5991,8961,0,8748,114,99,2924,8862,26258,6492,0,6407,85,3023,6492,91.72139
福岡県,新宮町,32927,9413,9081,1167,7914,11416,0,10985,219,212,3017,11204,32502,10779,0,10671,108,3229,10779,98.70927
福岡県,久山町,9068,3120,2525,370,2155,2911,0,2807,43,61,512,2850,12013,5795,0,5709,86,573,5795,132.47684
福岡県,粕屋町,48190,13312,11636,1484,10152,16333,0,15898,208,227,6909,16106,45461,13377,0,13186,191,7136,13377,94.337
福岡県,芦屋町,13545,4834,3739,509,3230,3954,0,3826,50,78,1018,3876,12085,2416,0,2397,19,1096,2416,89.22111
福岡県,水巻町,28114,12202,5179,730,4449,9422,0,9219,95,108,1311,9314,23415,4615,0,4592,23,1419,4615,83.28591
福岡県,岡垣町,31007,11596,7016,1082,5934,9499,0,9214,110,175,2896,9324,24805,3122,0,3103,19,3071,3122,79.99806
福岡県,遠賀町,18723,7421,4313,687,3626,6122,0,5973,65,84,867,6038,17013,4328,0,4310,18,951,4328,90.86685
福岡県,小竹町,7151,3376,1330,225,1105,2301,0,2253,28,20,144,2281,6887,2017,0,2009,8,164,2017,96.30821
福岡県,鞍手町,15080,6604,3747,638,3109,4392,0,4326,36,30,337,4362,15032,4314,0,4294,20,367,4314,99.6817
福岡県,桂川町,12878,5078,2659,503,2156,4626,0,4548,43,35,515,4591,10214,1927,0,1915,12,550,1927,79.31356
福岡県,筑前町,29591,10373,7390,1636,5754,9394,0,8421,745,228,2434,9166,24557,4132,0,3886,246,2662,4132,82.98807
福岡県,東峰村,1899,724,819,305,514,353,0,221,128,4,3,349,1827,277,0,191,86,7,277,96.20853
福岡県,大刀洗町,15521,5024,3874,1052,2822,5242,0,4497,597,148,1381,5094,13623,3196,0,2923,273,1529,3196,87.77141
福岡県,大木町,13820,4345,3739,974,2765,5000,0,4372,472,156,736,4844,11403,2427,0,2285,142,892,2427,82.51085
福岡県,広川町,19969,6312,5589,1391,4198,5841,0,5302,397,142,2227,5699,19767,5497,0,5256,241,2369,5497,98.98843
福岡県,香春町,10191,4875,2294,409,1885,2932,0,2888,22,22,90,2910,9254,1973,0,1965,8,112,1973,90.80561
福岡県,添田町,8801,4170,2245,534,1711,2354,0,2312,27,15,32,2339,7351,889,0,880,9,47,889,83.5246
福岡県,糸田町,8407,4055,1564,212,1352,2757,0,2728,18,11,31,2746,6589,928,0,928,0,42,928,78.37516
福岡県,川崎町,15176,7318,3727,552,3175,3978,0,3935,37,6,153,3972,13463,2259,0,2248,11,159,2259,88.71244
福岡県,大任町,5008,2425,1099,157,942,1419,0,1386,19,14,65,1405,4428,825,0,818,7,79,825,88.41853
福岡県,赤村,2774,1137,748,224,524,885,0,872,12,1,4,884,2291,401,0,400,1,5,401,82.58832
福岡県,福智町,21398,10173,5059,788,4271,5599,0,5508,43,48,567,5551,18749,2902,0,2890,12,615,2902,87.62034
福岡県,苅田町,37684,11104,12645,951,11694,7596,0,7204,209,183,6339,7413,45535,15264,0,14675,589,6522,15264,120.83378
福岡県,みやこ町,18825,8358,4999,1106,3893,5240,0,5044,137,59,228,5181,17483,3839,0,3780,59,287,3839,92.87118
福岡県,吉富町,6536,2414,1370,218,1152,2338,0,1132,1167,39,414,2299,5827,1590,0,712,878,453,1590,89.15239
福岡県,上毛町,7251,2889,1903,416,1487,2420,0,1163,1241,16,39,2404,6426,1579,0,756,823,55,1579,88.62226
福岡県,築上町,17189,6797,5126,932,4194,4115,0,3686,318,111,1151,4004,15747,2562,0,2372,190,1262,2562,91.61091
佐賀県,佐賀県,811442,271011,341184,51363,289821,148547,0,107513,37984,3050,50700,37984,814329,148384,0,107513,40871,53750,40871,100.35579
佐賀県,佐賀市,233301,74076,115912,12315,103597,23006,0,14987,7281,738,20307,22268,248170,37137,0,28668,8469,21045,37137,106.37331
佐賀県,唐津市,117373,41601,59640,8768,50872,10392,0,6220,3842,330,5740,10062,113603,6292,0,4171,2121,6070,6292,96.78802
佐賀県,鳥栖市,74196,23180,26662,2269,24393,16424,0,5765,10339,320,7930,16104,81762,23670,0,8633,15037,8250,23670,110.19732
佐賀県,多久市,18295,6915,5949,1137,4812,4871,0,4510,255,106,560,4765,17792,4262,0,4165,97,666,4262,97.25061
佐賀県,伊万里市,52629,18246,26376,3373,23003,6454,0,4623,1696,135,1553,6319,55501,9191,0,6667,2524,1688,9191,105.45707
佐賀県,武雄市,47914,16064,18868,2782,16086,10402,0,9187,961,254,2580,10148,47149,9383,0,8618,765,2834,9383,98.40339
佐賀県,鹿島市,27892,9136,12106,2720,9386,5994,0,5417,482,95,656,5899,26988,4995,0,4786,209,751,4995,96.75893
佐賀県,小城市,43952,14705,12995,2555,10440,14279,0,13352,748,179,1973,14100,36744,6892,0,6633,259,2152,6892,83.60029
佐賀県,嬉野市,25848,9104,10151,2080,8071,6000,0,5062,705,233,593,5767,24658,4577,0,3848,729,826,4577,95.39616
佐賀県,神埼市,31022,9859,8773,2040,6733,9497,0,7935,1357,205,2893,9292,29403,7673,0,6337,1336,3098,7673,94.78112
佐賀県,吉野ヶ里町,16323,5260,4857,701,4156,5241,0,4323,861,57,965,5184,16156,5017,0,3917,1100,1022,5017,98.9769
佐賀県,基山町,17250,6253,4077,687,3390,6036,0,2546,3403,87,884,5949,16629,5328,0,1826,3502,971,5328,96.4
佐賀県,上峰町,9286,2917,1973,337,1636,3422,0,2710,679,33,974,3389,8795,2898,0,2075,823,1007,2898,94.71247
佐賀県,みやき町,25511,9883,6336,1340,4996,7789,0,4862,2867,60,1503,7729,23965,6183,0,3910,2273,1563,6183,93.93987
佐賀県,玄海町,5609,1630,2784,781,2003,1041,0,970,70,1,154,1040,6920,2351,0,1993,358,155,2351,123.37315
佐賀県,有田町,19010,6716,7215,1446,5769,4724,0,3201,1476,47,355,4677,17999,3666,0,2679,987,402,3666,94.68175
